sample,island,stratum,date,time,date_time,category,taxon,genus,sp,stage,count,indiv_per_ml
LH_WAT_2,LH,WAT,6/5/2017,16:15:00,6/5/2017 16:15,CLADOCERA,Ceriodaphnia,Ceriodaphnia,NA,not_spec,4,0.000138181
LH_WAT_2,LH,WAT,6/5/2017,16:15:00,6/5/2017 16:15,CLADOCERA,Daphnia,Daphnia,NA,not_spec,4,0.000138181
LH_WAT_2,LH,WAT,6/5/2017,16:15:00,6/5/2017 16:15,CLADOCERA,Diaphanosoma,Diaphanosoma,NA,not_spec,1,3.45E-05
LH_WAT_2,LH,WAT,6/5/2017,16:15:00,6/5/2017 16:15,CLADOCERA,Picripleuroxus,Picripleuroxus,NA,not_spec,1,3.45E-05
DI_SAV_1,DI,SAV,6/7/2017,13:10:00,6/7/2017 13:10,CYCLOPOIDS,Acanthocyclops vernalis,Acanthocyclops,vernalis,adult,6,0.000662085
DI_SAV_1,DI,SAV,6/7/2017,13:10:00,6/7/2017 13:10,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,adult,12,0.001324169
DI_SAV_1,DI,SAV,6/7/2017,13:10:00,6/7/2017 13:10,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,126,0.013903776
DI_SAV_1,DI,SAV,6/7/2017,13:10:00,6/7/2017 13:10,CALANOIDS,Calanoid,Calanoid,NA,copepodid,3,0.000331042
DI_SAV_1,DI,SAV,6/7/2017,13:10:00,6/7/2017 13:10,CALANOIDS,Eurytemora affinis,Eurytemora,affinis,adult,1,0.000110347
DI_SAV_1,DI,SAV,6/7/2017,13:10:00,6/7/2017 13:10,CALANOIDS,Pseudodiaptomus forbesi,Pseudodiaptomus,forbesi,adult,5,0.000551737
DI_SAV_1,DI,SAV,5/25/2017,8:56:00,5/25/2017 8:56,CYCLOPOIDS,Acanthocyclops vernalis,Acanthocyclops,vernalis,adult,7,0.000478221
DI_SAV_1,DI,SAV,5/25/2017,8:56:00,5/25/2017 8:56,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,adult,1,6.83E-05
DI_SAV_1,DI,SAV,5/25/2017,8:56:00,5/25/2017 8:56,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,110,0.007514894
DI_SAV_1,DI,SAV,5/25/2017,8:56:00,5/25/2017 8:56,CALANOIDS,Calanoid,Calanoid,NA,copepodid,18,0.00122971
DI_SAV_1,DI,SAV,5/25/2017,8:56:00,5/25/2017 8:56,CALANOIDS,Eurytemora affinis,Eurytemora,affinis,adult,4,0.000273269
DI_SAV_1,DI,SAV,5/25/2017,8:56:00,5/25/2017 8:56,CALANOIDS,Pseudodiaptomus forbesi,Pseudodiaptomus,forbesi,adult,9,0.000614855
DI_SAV_2,DI,SAV,6/7/2017,11:06:00,6/7/2017 11:06,CYCLOPOIDS,Acanthocyclops vernalis,Acanthocyclops,vernalis,adult,9,0.00047157
DI_SAV_2,DI,SAV,6/7/2017,11:06:00,6/7/2017 11:06,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,adult,3,0.00015719
DI_SAV_2,DI,SAV,6/7/2017,11:06:00,6/7/2017 11:06,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,43,0.002253058
DI_SAV_2,DI,SAV,6/7/2017,11:06:00,6/7/2017 11:06,CALANOIDS,Calanoid,Calanoid,NA,copepodid,3,0.00015719
DI_SAV_2,DI,SAV,6/7/2017,11:06:00,6/7/2017 11:06,CALANOIDS,Pseudodiaptomus forbesi,Pseudodiaptomus,forbesi,adult,153,0.008016693
DI_WAT_1,DI,WAT,6/7/2017,12:42:00,6/7/2017 12:42,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,7,0.000385695
DI_WAT_1,DI,WAT,6/7/2017,12:42:00,6/7/2017 12:42,CALANOIDS,Calanoid,Calanoid,NA,adult,1,5.51E-05
DI_WAT_1,DI,WAT,6/7/2017,12:42:00,6/7/2017 12:42,CALANOIDS,Calanoid,Calanoid,NA,copepodid,133,0.007328201
DI_WAT_1,DI,WAT,6/7/2017,12:42:00,6/7/2017 12:42,CALANOIDS,Pseudodiaptomus forbesi,Pseudodiaptomus,forbesi,adult,42,0.002314169
DI_WAT_1,DI,WAT,5/25/2017,8:15:00,5/25/2017 8:15,CYCLOPOIDS,Acanthocyclops vernalis,Acanthocyclops,vernalis,adult,2,7.40E-05
DI_WAT_1,DI,WAT,5/25/2017,8:15:00,5/25/2017 8:15,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,15,0.000554631
DI_WAT_1,DI,WAT,5/25/2017,8:15:00,5/25/2017 8:15,CALANOIDS,Calanoid,Calanoid,NA,copepodid,15,0.000554631
DI_WAT_1,DI,WAT,5/25/2017,8:15:00,5/25/2017 8:15,CALANOIDS,Pseudodiaptomus forbesi,Pseudodiaptomus,forbesi,adult,2,7.40E-05
DI_WAT_1,DI,WAT,5/25/2017,8:15:00,5/25/2017 8:15,CALANOIDS,Sinocalanus doerrii,Sinocalanus,doerrii,adult,2,7.40E-05
DI_WAT_2,DI,WAT,6/7/2017,11:55:00,6/7/2017 11:55,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,32,0.00153224
DI_WAT_2,DI,WAT,6/7/2017,11:55:00,6/7/2017 11:55,CALANOIDS,Calanoid,Calanoid,NA,copepodid,68,0.003256011
DI_WAT_2,DI,WAT,6/7/2017,11:55:00,6/7/2017 11:55,CALANOIDS,Pseudodiaptomus forbesi,Pseudodiaptomus,forbesi,adult,45,0.002154713
FI_SAV_1,FI,SAV,5/23/2017,14:30:00,5/23/2017 14:30,CYCLOPOIDS,Acanthocyclops vernalis,Acanthocyclops,vernalis,adult,2,5.66E-05
FI_SAV_1,FI,SAV,5/23/2017,14:30:00,5/23/2017 14:30,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,83,0.00234842
FI_SAV_1,FI,SAV,5/23/2017,14:30:00,5/23/2017 14:30,CALANOIDS,Calanoid,Calanoid,NA,copepodid,102,0.00288601
FI_SAV_1,FI,SAV,5/23/2017,14:30:00,5/23/2017 14:30,CALANOIDS,Eurytemora affinis,Eurytemora,affinis,adult,3,8.49E-05
FI_SAV_1,FI,SAV,5/23/2017,14:30:00,5/23/2017 14:30,CALANOIDS,Sinocalanus doerrii,Sinocalanus,doerrii,adult,1,2.83E-05
FI_SAV_1,FI,SAV,6/5/2017,13:55:00,6/5/2017 13:55,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,adult,2,7.74E-05
FI_SAV_1,FI,SAV,6/5/2017,13:55:00,6/5/2017 13:55,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,83,0.003213627
FI_SAV_1,FI,SAV,6/5/2017,13:55:00,6/5/2017 13:55,CALANOIDS,Calanoid,Calanoid,NA,copepodid,60,0.002323104
FI_SAV_1,FI,SAV,6/5/2017,13:55:00,6/5/2017 13:55,CALANOIDS,Pseudodiaptomus forbesi,Pseudodiaptomus,forbesi,adult,6,0.00023231
FI_SAV_1,FI,SAV,6/5/2017,13:55:00,6/5/2017 13:55,CALANOIDS,Sinocalanus doerrii,Sinocalanus,doerrii,adult,1,3.87E-05
FI_SAV_2,FI,SAV,6/5/2017,14:56:00,6/5/2017 14:56,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,adult,10,0.000247256
FI_SAV_2,FI,SAV,6/5/2017,14:56:00,6/5/2017 14:56,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,63,0.001557711
FI_SAV_2,FI,SAV,6/5/2017,14:56:00,6/5/2017 14:56,CALANOIDS,Calanoid,Calanoid,NA,copepodid,88,0.00217585
FI_SAV_2,FI,SAV,6/5/2017,14:56:00,6/5/2017 14:56,CALANOIDS,Pseudodiaptomus forbesi,Pseudodiaptomus,forbesi,adult,1,2.47E-05
FI_SAV_2,FI,SAV,6/5/2017,14:56:00,6/5/2017 14:56,CALANOIDS,Sinocalanus doerrii,Sinocalanus,doerrii,adult,1,2.47E-05
FI_WAT_1,FI,WAT,6/5/2017,14:35:00,6/5/2017 14:35,CYCLOPOIDS,Acanthocyclops vernalis,Acanthocyclops,vernalis,adult,1,1.68E-05
FI_WAT_1,FI,WAT,6/5/2017,14:35:00,6/5/2017 14:35,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,adult,17,0.000284804
FI_WAT_1,FI,WAT,6/5/2017,14:35:00,6/5/2017 14:35,CALANOIDS,Calanoid,Calanoid,NA,copepodid,106,0.001775834
FI_WAT_1,FI,WAT,6/5/2017,14:35:00,6/5/2017 14:35,CALANOIDS,Eurytemora affinis,Eurytemora,affinis,adult,7,0.000117272
FI_WAT_1,FI,WAT,6/5/2017,14:35:00,6/5/2017 14:35,CALANOIDS,Pseudodiaptomus forbesi,Pseudodiaptomus,forbesi,adult,7,0.000117272
FI_WAT_1,FI,WAT,5/23/2017,14:18:00,5/23/2017 14:18,CYCLOPOIDS,Acanthocyclops vernalis,Acanthocyclops,vernalis,adult,3,4.85E-05
FI_WAT_1,FI,WAT,5/23/2017,14:18:00,5/23/2017 14:18,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,59,0.000953919
FI_WAT_1,FI,WAT,5/23/2017,14:18:00,5/23/2017 14:18,CALANOIDS,Calanoid,Calanoid,NA,copepodid,82,0.001325786
FI_WAT_1,FI,WAT,5/23/2017,14:18:00,5/23/2017 14:18,CALANOIDS,Pseudodiaptomus forbesi,Pseudodiaptomus,forbesi,adult,1,1.62E-05
FI_WAT_2,FI,WAT,6/5/2017,15:09:00,6/5/2017 15:09,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,21,0.000343998
FI_WAT_2,FI,WAT,6/5/2017,15:09:00,6/5/2017 15:09,CALANOIDS,Calanoid,Calanoid,NA,copepodid,99,0.001621705
FI_WAT_2,FI,WAT,6/5/2017,15:09:00,6/5/2017 15:09,CALANOIDS,Sinocalanus doerrii,Sinocalanus,doerrii,adult,5,8.19E-05
LH_SAV_1,LH,SAV,6/5/2017,15:40:00,6/5/2017 15:40,CYCLOPOIDS,Acanthocyclops vernalis,Acanthocyclops,vernalis,adult,7,0.004106111
LH_SAV_1,LH,SAV,6/5/2017,15:40:00,6/5/2017 15:40,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,adult,3,0.001759762
LH_SAV_1,LH,SAV,6/5/2017,15:40:00,6/5/2017 15:40,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,162,0.095027147
LH_SAV_1,LH,SAV,6/5/2017,15:40:00,6/5/2017 15:40,CALANOIDS,Calanoid,Calanoid,NA,copepodid,14,0.008212223
LH_SAV_1,LH,SAV,6/5/2017,15:40:00,6/5/2017 15:40,CALANOIDS,Pseudodiaptomus forbesi,Pseudodiaptomus,forbesi,adult,1,0.000586587
LH_SAV_1,LH,SAV,5/23/2017,13:10:00,5/23/2017 13:10,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,30,0.001567435
LH_SAV_1,LH,SAV,5/23/2017,13:10:00,5/23/2017 13:10,CALANOIDS,Calanoid,Calanoid,NA,copepodid,9,0.000470231
LH_SAV_1,LH,SAV,5/23/2017,13:10:00,5/23/2017 13:10,CALANOIDS,Eurytemora affinis,Eurytemora,affinis,adult,1,5.22E-05
LH_SAV_1,LH,SAV,5/23/2017,13:10:00,5/23/2017 13:10,CALANOIDS,Pseudodiaptomus forbesi,Pseudodiaptomus,forbesi,adult,1,5.22E-05
LH_SAV_2,LH,SAV,6/5/2017,16:27:00,6/5/2017 16:27,CYCLOPOIDS,Acanthocyclops vernalis,Acanthocyclops,vernalis,adult,1,0.000357214
LH_SAV_2,LH,SAV,6/5/2017,16:27:00,6/5/2017 16:27,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,176,0.062869739
LH_SAV_2,LH,SAV,6/5/2017,16:27:00,6/5/2017 16:27,CALANOIDS,Calanoid,Calanoid,NA,copepodid,8,0.002857715
LH_SAV_2,LH,SAV,6/5/2017,16:27:00,6/5/2017 16:27,CALANOIDS,Pseudodiaptomus forbesi,Pseudodiaptomus,forbesi,adult,1,0.000357214
LH_WAT_1,LH,WAT,6/5/2017,15:55:00,6/5/2017 15:55,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,7,0.000244968
LH_WAT_1,LH,WAT,6/5/2017,15:55:00,6/5/2017 15:55,CALANOIDS,Calanoid,Calanoid,NA,adult,1,3.50E-05
LH_WAT_1,LH,WAT,6/5/2017,15:55:00,6/5/2017 15:55,CALANOIDS,Calanoid,Calanoid,NA,copepodid,213,0.007454036
LH_WAT_1,LH,WAT,6/5/2017,15:55:00,6/5/2017 15:55,CALANOIDS,Sinocalanus doerrii,Sinocalanus,doerrii,adult,2,7.00E-05
LH_WAT_1,LH,WAT,5/23/2017,13:32:00,5/23/2017 13:32,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,40,0.000494336
LH_WAT_1,LH,WAT,5/23/2017,13:32:00,5/23/2017 13:32,CALANOIDS,Calanoid,Calanoid,NA,copepodid,37,0.00045726
LH_WAT_1,LH,WAT,5/23/2017,13:32:00,5/23/2017 13:32,CALANOIDS,Eurytemora affinis,Eurytemora,affinis,adult,5,6.18E-05
LH_WAT_2,LH,WAT,6/5/2017,16:15:00,6/5/2017 16:15,CYCLOPOIDS,Cyclopoid,Cyclopoid,NA,copepodid,6,0.000207272
LH_WAT_2,LH,WAT,6/5/2017,16:15:00,6/5/2017 16:15,CALANOIDS,Calanoid,Calanoid,NA,copepodid,166,0.005734513
LH_WAT_2,LH,WAT,6/5/2017,16:15:00,6/5/2017 16:15,CALANOIDS,Pseudodiaptomus forbesi,Pseudodiaptomus,forbesi,adult,3,0.000103636
DI_SAV_1,DI,SAV,6/7/2017,13:10:00,6/7/2017 13:10,MICROZOOPLANKTON,Rotifers,Rotifers,NA,not_spec,72,0.01589003
DI_SAV_1,DI,SAV,6/7/2017,13:10:00,6/7/2017 13:10,MICROZOOPLANKTON,Ostracods,Ostracods,NA,not_spec,9,0.001986254
DI_SAV_1,DI,SAV,5/25/2017,8:56:00,5/25/2017 8:56,MICROZOOPLANKTON,Rotifers,Rotifers,NA,not_spec,28,0.002486747
DI_SAV_1,DI,SAV,5/25/2017,8:56:00,5/25/2017 8:56,MICROZOOPLANKTON,Ostracods,Ostracods,NA,not_spec,12,0.001065749
DI_SAV_2,DI,SAV,6/7/2017,11:06:00,6/7/2017 11:06,MICROZOOPLANKTON,Rotifers,Rotifers,NA,not_spec,75,0.004715702
DI_SAV_2,DI,SAV,6/7/2017,11:06:00,6/7/2017 11:06,MICROZOOPLANKTON,Ostracods,Ostracods,NA,not_spec,15,0.00094314
DI_WAT_1,DI,WAT,6/7/2017,12:42:00,6/7/2017 12:42,MICROZOOPLANKTON,Rotifers,Rotifers,NA,not_spec,33,0.002727413
DI_WAT_1,DI,WAT,5/25/2017,8:15:00,5/25/2017 8:15,MICROZOOPLANKTON,Rotifers,Rotifers,NA,not_spec,148,0.005472358
DI_WAT_1,DI,WAT,5/25/2017,8:15:00,5/25/2017 8:15,MICROZOOPLANKTON,Ostracods,Ostracods,NA,not_spec,1,3.70E-05
DI_WAT_2,DI,WAT,6/7/2017,11:55:00,6/7/2017 11:55,MICROZOOPLANKTON,Rotifers,Rotifers,NA,not_spec,57,0.004548839
DI_WAT_2,DI,WAT,6/7/2017,11:55:00,6/7/2017 11:55,MICROZOOPLANKTON,Ostracods,Ostracods,NA,not_spec,4,0.000319217
FI_SAV_1,FI,SAV,5/23/2017,14:30:00,5/23/2017 14:30,MICROZOOPLANKTON,Rotifers,Rotifers,NA,not_spec,129,0.024333022
FI_SAV_1,FI,SAV,5/23/2017,14:30:00,5/23/2017 14:30,MICROZOOPLANKTON,Ostracods,Ostracods,NA,not_spec,6,0.001131768
FI_SAV_1,FI,SAV,6/5/2017,13:55:00,6/5/2017 13:55,MICROZOOPLANKTON,Rotifers,Rotifers,NA,not_spec,36,0.004181587
FI_SAV_1,FI,SAV,6/5/2017,13:55:00,6/5/2017 13:55,MICROZOOPLANKTON,Ostracods,Ostracods,NA,not_spec,6,0.000696931
FI_SAV_2,FI,SAV,6/5/2017,14:56:00,6/5/2017 14:56,MICROZOOPLANKTON,Rotifers,Rotifers,NA,not_spec,44,0.003263776
FI_SAV_2,FI,SAV,6/5/2017,14:56:00,6/5/2017 14:56,MICROZOOPLANKTON,Ostracods,Ostracods,NA,not_spec,27,0.002002771
FI_WAT_1,FI,WAT,6/5/2017,14:35:00,6/5/2017 14:35,MICROZOOPLANKTON,Rotifers,Rotifers,NA,not_spec,8,0.00063662
FI_WAT_1,FI,WAT,6/5/2017,14:35:00,6/5/2017 14:35,MICROZOOPLANKTON,Ostracods,Ostracods,NA,not_spec,2,0.000159155
FI_WAT_1,FI,WAT,5/23/2017,14:18:00,5/23/2017 14:18,MICROZOOPLANKTON,Rotifers,Rotifers,NA,not_spec,34,0.001649148
FI_WAT_2,FI,WAT,6/5/2017,15:09:00,6/5/2017 15:09,MICROZOOPLANKTON,Rotifers,Rotifers,NA,not_spec,19,0.001556182
LH_SAV_1,LH,SAV,6/5/2017,15:40:00,6/5/2017 15:40,MICROZOOPLANKTON,Rotifers,Rotifers,NA,not_spec,171,0.012538304
LH_SAV_1,LH,SAV,6/5/2017,15:40:00,6/5/2017 15:40,MICROZOOPLANKTON,Ostracods,Ostracods,NA,not_spec,3,0.00021997
LH_SAV_1,LH,SAV,5/23/2017,13:10:00,5/23/2017 13:10,MICROZOOPLANKTON,Rotifers,Rotifers,NA,not_spec,135,0.007053458
LH_SAV_1,LH,SAV,5/23/2017,13:10:00,5/23/2017 13:10,MICROZOOPLANKTON,Ostracods,Ostracods,NA,not_spec,12,0.000626974
LH_SAV_2,LH,SAV,6/5/2017,16:27:00,6/5/2017 16:27,MICROZOOPLANKTON,Rotifers,Rotifers,NA,not_spec,116,0.041436874
LH_SAV_2,LH,SAV,6/5/2017,16:27:00,6/5/2017 16:27,MICROZOOPLANKTON,Ostracods,Ostracods,NA,not_spec,7,0.002500501
LH_WAT_1,LH,WAT,6/5/2017,15:55:00,6/5/2017 15:55,MICROZOOPLANKTON,Rotifers,Rotifers,NA,not_spec,20,0.007776772
LH_WAT_1,LH,WAT,5/23/2017,13:32:00,5/23/2017 13:32,MICROZOOPLANKTON,Rotifers,Rotifers,NA,not_spec,177,0.003281153
LH_WAT_2,LH,WAT,6/5/2017,16:15:00,6/5/2017 16:15,MICROZOOPLANKTON,Rotifers,Rotifers,NA,not_spec,15,0.004441533
DI_SAV_1,DI,SAV,6/7/2017,13:10:00,6/7/2017 13:10,MICROZOOPLANKTON,Copepod,Copepod,NA,nauplii,223,0.049214953
DI_SAV_1,DI,SAV,5/25/2017,8:56:00,5/25/2017 8:56,MICROZOOPLANKTON,Copepod,Copepod,NA,nauplii,273,0.024245782
DI_SAV_2,DI,SAV,6/7/2017,11:06:00,6/7/2017 11:06,MICROZOOPLANKTON,Copepod,Copepod,NA,nauplii,256,0.016096263
DI_WAT_1,DI,WAT,6/7/2017,12:42:00,6/7/2017 12:42,MICROZOOPLANKTON,Copepod,Copepod,NA,nauplii,315,0.026034398
DI_WAT_1,DI,WAT,5/25/2017,8:15:00,5/25/2017 8:15,MICROZOOPLANKTON,Copepod,Copepod,NA,nauplii,315,0.011647248
DI_WAT_2,DI,WAT,6/7/2017,11:55:00,6/7/2017 11:55,MICROZOOPLANKTON,Copepod,Copepod,NA,nauplii,276,0.022025956
FI_SAV_1,FI,SAV,5/23/2017,14:30:00,5/23/2017 14:30,MICROZOOPLANKTON,Copepod,Copepod,NA,nauplii,211,0.039800525
FI_SAV_1,FI,SAV,6/5/2017,13:55:00,6/5/2017 13:55,MICROZOOPLANKTON,Copepod,Copepod,NA,nauplii,260,0.030200348
FI_SAV_2,FI,SAV,6/5/2017,14:56:00,6/5/2017 14:56,MICROZOOPLANKTON,Copepod,Copepod,NA,nauplii,285,0.021140365
FI_WAT_1,FI,WAT,6/5/2017,14:35:00,6/5/2017 14:35,MICROZOOPLANKTON,Copepod,Copepod,NA,nauplii,337,0.026817608
FI_WAT_1,FI,WAT,5/23/2017,14:18:00,5/23/2017 14:18,MICROZOOPLANKTON,Copepod,Copepod,NA,nauplii,292,0.014163274
FI_WAT_2,FI,WAT,6/5/2017,15:09:00,6/5/2017 15:09,MICROZOOPLANKTON,Copepod,Copepod,NA,nauplii,359,0.029403643
LH_SAV_1,LH,SAV,6/5/2017,15:40:00,6/5/2017 15:40,MICROZOOPLANKTON,Copepod,Copepod,NA,nauplii,133,0.009752014
LH_SAV_1,LH,SAV,5/23/2017,13:10:00,5/23/2017 13:10,MICROZOOPLANKTON,Copepod,Copepod,NA,nauplii,159,0.008307406
LH_SAV_2,LH,SAV,6/5/2017,16:27:00,6/5/2017 16:27,MICROZOOPLANKTON,Copepod,Copepod,NA,nauplii,279,0.099662825
LH_WAT_1,LH,WAT,6/5/2017,15:55:00,6/5/2017 15:55,MICROZOOPLANKTON,Copepod,Copepod,NA,nauplii,293,0.113929706
LH_WAT_1,LH,WAT,5/23/2017,13:32:00,5/23/2017 13:32,MICROZOOPLANKTON,Copepod,Copepod,NA,nauplii,474,0.008786816
LH_WAT_2,LH,WAT,6/5/2017,16:15:00,6/5/2017 16:15,MICROZOOPLANKTON,Copepod,Copepod,NA,nauplii,318,0.094160506
