fishid,date,station,survey,lat,long,ec,sal,secchi,temp
2014_CCE_0277,9/25/2014,705,CCE,38.07925,-121.7618,2639,1.361856478,0.479999989,21
2014_CCE_0279,9/25/2014,705,CCE,38.07925,-121.7618,2639,1.361856478,0.479999989,21
2014_CCE_0281,9/25/2014,705,CCE,38.07925,-121.7618,2639,1.361856478,0.479999989,21
2014_CCE_0283,9/25/2014,705,CCE,38.07925,-121.7618,2639,1.361856478,0.479999989,21
2014_CCE_0284,9/25/2014,705,CCE,38.07925,-121.7618,2639,1.361856478,0.479999989,21
2014_CCE_0286,9/25/2014,705,CCE,38.07925,-121.7618,2639,1.361856478,0.479999989,21
2014_CCE_0287,9/25/2014,705,CCE,38.07925,-121.7618,1975,1.004040216,0.419999987,21.29999924
2014_CCE_0292,9/25/2014,705,CCE,38.07925,-121.7618,1975,1.004040216,0.419999987,21.29999924
2014_CCE_0293,9/25/2014,705,CCE,38.07925,-121.7618,1975,1.004040216,0.419999987,21.29999924
2014_CCE_0294,9/25/2014,705,CCE,38.07925,-121.7618,1975,1.004040216,0.419999987,21.29999924
2014_CCE_0297,9/25/2014,705,CCE,38.07925,-121.7618,1515,0.760721405,0.529999971,21.5
2014_CCE_0299,9/25/2014,705,CCE,38.07925,-121.7618,1515,0.760721405,0.529999971,21.5
2014_CCE_0303,9/25/2014,705,CCE,38.07925,-121.7618,1515,0.760721405,0.529999971,21.5
2014_CCE_0307,9/25/2014,705,CCE,38.07925,-121.7618,1515,0.760721405,0.529999971,21.5
2014_CCE_0308,9/25/2014,705,CCE,38.07925,-121.7618,1515,0.760721405,0.529999971,21.5
2014_CCE_0309,9/25/2014,705,CCE,38.07925,-121.7618,1515,0.760721405,0.529999971,21.5
2014_CCE_0310,9/25/2014,705,CCE,38.07925,-121.7618,1515,0.760721405,0.529999971,21.5
2014_CCE_0311,9/25/2014,705,CCE,38.07925,-121.7618,1515,0.760721405,0.529999971,21.5
2014_CCE_0315,9/25/2014,705,CCE,38.07925,-121.7618,1515,0.760721405,0.529999971,21.5
2014_CCE_0316,9/25/2014,705,CCE,38.07925,-121.7618,1515,0.760721405,0.529999971,21.5
2014_CCE_0317,9/25/2014,797,CCE,38.40462,-121.6156,742,0.363248419,0.400000006,22.20000076
2014_CCE_0319,9/25/2014,705,CCE,38.07925,-121.7618,2777,1.437066376,0.620000005,20.79999924
2014_CCE_0324,10/21/2014,705,CCE,38.07925,-121.7618,3185,1.660717527,0.629999995,19.10000038
2014_FMWT_7004,9/11/2014,705,FMWT,38.07925,-121.7618,2088,1.064422857,0.49000001,21.20000076
2014_FMWT_7007,10/9/2014,705,FMWT,38.07925,-121.7618,6181,3.359885877,0.660000026,20.70000076
2014_FMWT_7008,10/9/2014,706,FMWT,38.0903,-121.74,4659,2.485899198,0.479999989,20.89999962
2014_FMWT_7009,10/9/2014,706,FMWT,38.0903,-121.74,4659,2.485899198,0.479999989,20.89999962
2014_SFBS_DS50,8/14/2014,750,SFBS,38.0777,-121.7538,3193.8642,1.665606207,0.45,20.9
2014_SFBS_DS54,8/14/2014,752,SFBS,38.1042,-121.7125,2163.5526,1.104918335,0.5,21.2
2014_SFBS_DS58,8/14/2014,751,SFBS,38.1055,-121.717,2718.4906,1.405145862,0.4,20.9
2014_SFBS_DS59,8/14/2014,751,SFBS,38.1055,-121.717,2718.4906,1.405145862,0.4,20.9
2014_SFBS_DS60,8/14/2014,751,SFBS,38.1055,-121.717,2718.4906,1.405145862,0.4,20.9
2014_SFBS_DS63,8/14/2014,751,SFBS,38.1055,-121.717,2718.4906,1.405145862,0.4,20.9
2014_TNS_0180,8/11/2014,797,TNS,38.40462,-121.6156,723,0.353716406,0.42,23.70000076
2014_TNS_0182,8/12/2014,704,TNS,38.07087,-121.77892,1802,0.912044029,0.61,22.5
2014_TNS_0183,8/12/2014,704,TNS,38.07087,-121.77892,1802,0.912044029,0.61,22.5
2014_TNS_0184,8/12/2014,704,TNS,38.07087,-121.77892,1802,0.912044029,0.61,22.5
2014_TNS_0186,8/12/2014,704,TNS,38.07087,-121.77892,1802,0.912044029,0.61,22.5
2014_TNS_0187,8/12/2014,704,TNS,38.07087,-121.77892,1802,0.912044029,0.61,22.5
2014_TNS_0188,8/12/2014,704,TNS,38.07087,-121.77892,1802,0.912044029,0.61,22.5
2015_FMWT_7256,9/9/2015,704,FMWT,38.07087,-121.77892,3360,1.757411101,0.550000012,22.5
2015_FMWT_7257,9/9/2015,704,FMWT,38.07087,-121.77892,3360,1.757411101,0.550000012,22.5
2015_FMWT_7259,9/9/2015,705,FMWT,38.07925,-121.7618,1975,1.004040216,0.519999981,22.89999962
2015_FMWT_7260,10/19/2015,797,FMWT,38.40462,-121.6156,502,0.243988318,0.349999994,20.10000038
2015_SFBS_0001,9/1/2015,751,SFBS,38.1055,-121.717,1713.9293,0.865429642,0.4,22.5
2015_SFBS_0005,9/1/2015,751,SFBS,38.1055,-121.717,1713.9293,0.865429642,0.4,22.5
2015_SFBS_0006,9/1/2015,736,SFBS,38.36737,-121.5214,2571.2165,1.325014648,0.45,23.7
2015_SFBS_0007,9/1/2015,736,SFBS,38.36737,-121.5214,2571.2165,1.325014648,0.45,23.7
2015_SFBS_0008,9/1/2015,736,SFBS,38.36737,-121.5214,2571.2165,1.325014648,0.45,23.7
2015_SFBS_0010,9/1/2015,752,SFBS,38.1042,-121.7125,2810.2893,1.455249066,0.4,22.3
2015_SFBS_0013,9/1/2015,752,SFBS,38.1042,-121.7125,2810.2893,1.455249066,0.4,22.3
2015_SFBS_0015,9/1/2015,752,SFBS,38.1042,-121.7125,2810.2893,1.455249066,0.4,22.3
2015_SFBS_0020,9/1/2015,752,SFBS,38.1042,-121.7125,2810.2893,1.455249066,0.4,22.3
2015_SFBS_0024,9/1/2015,752,SFBS,38.1042,-121.7125,2810.2893,1.455249066,0.4,22.3
2015_SFBS_0029,8/3/2015,736,SFBS,38.36737,-121.5214,4717.9936,2.519392929,0.55,22.1
2015_SFBS_0030,8/3/2015,736,SFBS,38.36737,-121.5214,4717.9936,2.519392929,0.55,22.1
2015_SFBS_0033,8/3/2015,736,SFBS,38.36737,-121.5214,4717.9936,2.519392929,0.55,22.1
2015_SFBS_0035,8/3/2015,736,SFBS,38.36737,-121.5214,4717.9936,2.519392929,0.55,22.1
2015_SFBS_0036,8/3/2015,736,SFBS,38.36737,-121.5214,4717.9936,2.519392929,0.55,22.1
2015_SFBS_0041,8/3/2015,736,SFBS,38.36737,-121.5214,4717.9936,2.519392929,0.55,22.1
2015_SFBS_0043,8/3/2015,736,SFBS,38.36737,-121.5214,4717.9936,2.519392929,0.55,22.1
2015_SFBS_0045,8/3/2015,736,SFBS,38.36737,-121.5214,4717.9936,2.519392929,0.55,22.1
2015_SFBS_0048,8/3/2015,751,SFBS,38.1055,-121.717,4327.4753,2.298301748,0.5,21.7
2015_TNS_7255,8/12/2015,797,TNS,38.40462,-121.6156,662,0.323212271,0.25,22.60000038
2016_FMWT_7322,11/7/2016,703,FMWT,38.06087,-121.79692,4804,2.568282102,0.660000026,16.89999962
2016_FMWT_7323,11/7/2016,703,FMWT,38.06087,-121.79692,4804,2.568282102,0.660000026,16.89999962
2016_FMWT_7326,11/7/2016,704,FMWT,38.07087,-121.77892,3777,1.989281755,0.569999993,16.79999924
2017_EDSM_0002,8/15/2017,18-03-SSC02,EDSM,38.38629,-121.62384,418.8,0.203305706,0.28,22.8
2017_EDSM_0003,8/21/2017,18-04-LSR05,EDSM,38.05251,-121.86898,2632,1.358048728,0.45,20.9
2017_EDSM_0004,8/22/2017,18-04-SSC02,EDSM,38.39545,-121.61918,1420,0.711019922,0.3,22.9
2017_EDSM_0005,8/28/2017,18-05-LSR02,EDSM,38.06747,-121.8454,902,0.444050489,0.53,21.9
2017_EDSM_0006,8/28/2017,18-05-LSR02,EDSM,38.06747,-121.8454,902,0.444050489,0.53,21.9
2017_EDSM_0007,9/8/2017,18-06-LSR01,EDSM,38.0536,-121.87649,1976,1.004573584,0.57,22.3
2017_EDSM_0008,9/18/2017,18-08-LSR01,EDSM,38.06795,-121.85263,159.1,0.079168905,0.58,20.9
2017_EDSM_0009,9/18/2017,18-08-LSR01,EDSM,38.06795,-121.85263,159.1,0.079168905,0.58,20.9
2017_EDSM_0011,9/18/2017,18-08-LSR01,EDSM,38.06795,-121.85263,159.1,0.079168905,0.58,20.9
2017_EDSM_0013,9/18/2017,18-08-LSR01,EDSM,38.06774,-121.85245,182.2,0.090016692,0.56,20.9
2017_EDSM_0015,9/18/2017,18-08-LSR01,EDSM,38.06774,-121.85245,182.2,0.090016692,0.56,20.9
2017_EDSM_0016,9/18/2017,18-08-LSR01,EDSM,38.06774,-121.85245,182.2,0.090016692,0.56,20.9
2017_EDSM_0017,9/18/2017,18-08-LSR01,EDSM,38.06774,-121.85245,182.2,0.090016692,0.56,20.9
2017_EDSM_0018,9/18/2017,18-08-LSR01,EDSM,38.06774,-121.85245,182.2,0.090016692,0.56,20.9
2017_EDSM_0019,9/18/2017,18-08-LSR01,EDSM,38.06774,-121.85245,182.2,0.090016692,0.56,20.9
2017_EDSM_0022,9/18/2017,18-08-LSR02,EDSM,38.05451,-121.86867,435.9,0.211635344,0.54,21.4
2017_EDSM_0024,9/18/2017,18-08-LSR01,EDSM,38.06774,-121.85245,182.2,0.090016692,0.56,20.9
2017_EDSM_0026,10/4/2017,18-10-LSR06,EDSM,38.06202,-121.86855,886,0.435929689,0.52,18.4
2017_EDSM_0028,10/10/2017,18-11-LSR01,EDSM,38.07626,-121.77185,118.3,0.06009639,0.53,16.7
2017_EDSM_0032,10/10/2017,18-11-LSR01,EDSM,38.07626,-121.77185,118.3,0.06009639,0.53,16.7
2017_EDSM_0033,10/10/2017,18-11-LSR01,EDSM,38.07626,-121.77185,118.3,0.06009639,0.53,16.7
2017_EDSM_0035,10/10/2017,18-11-LSR01,EDSM,38.07626,-121.77185,118.3,0.06009639,0.53,16.7
2017_EDSM_0036,10/10/2017,18-11-LSR01,EDSM,38.07626,-121.77185,118.3,0.06009639,0.53,16.7
2017_EDSM_0037,10/10/2017,18-11-LSR01,EDSM,38.07626,-121.77185,118.3,0.06009639,0.53,16.7
2017_EDSM_0040,10/10/2017,18-11-LSR01,EDSM,38.07579,-121.77238,137,0.068824783,0.52,16.8
2017_EDSM_0041,10/10/2017,18-11-LSR01,EDSM,38.07579,-121.77238,137,0.068824783,0.52,16.8
2017_EDSM_0042,10/10/2017,18-11-LSR01,EDSM,38.07579,-121.77238,137,0.068824783,0.52,16.8
2017_EDSM_0043,10/10/2017,18-11-LSR01,EDSM,38.07579,-121.77238,137,0.068824783,0.52,16.8
2017_EDSM_0045,10/10/2017,18-11-LSR01,EDSM,38.07579,-121.77238,137,0.068824783,0.52,16.8
2017_EDSM_0047,10/10/2017,18-11-LSR01,EDSM,38.07579,-121.77238,137,0.068824783,0.52,16.8
2017_EDSM_0054,10/10/2017,18-11-LSR01,EDSM,38.07579,-121.77238,137,0.068824783,0.52,16.8
2017_EDSM_0055,10/10/2017,18-11-LSR01,EDSM,38.07579,-121.77238,137,0.068824783,0.52,16.8
2017_EDSM_0056,10/10/2017,18-11-LSR01,EDSM,38.07579,-121.77238,137,0.068824783,0.52,16.8
2017_EDSM_0057,10/10/2017,18-11-LSR01,EDSM,38.07579,-121.77238,137,0.068824783,0.52,16.8
2017_EDSM_0059,10/10/2017,18-11-LSR01,EDSM,38.07579,-121.77238,137,0.068824783,0.52,16.8
2017_EDSM_0060,10/10/2017,18-11-LSR02,EDSM,38.06625,-121.82619,860,0.422751914,0.48,17.5
2017_EDSM_0061,10/23/2017,18-13-LSR01,EDSM,38.06918,-121.84377,868,0.426804146,0.42,16.2
2017_EDSM_0063,11/20/2017,18-17-LSR01,EDSM,38.07084,-121.8329,1433,0.717809059,0.64,14.5
2017_EDSM_0151,8/10/2017,18-02-SBM02,EDSM,38.06603,-122.04357,8404,4.668345328,0.4,22.4
2017_EDSM_0152,8/11/2017,18-02-SBM04,EDSM,38.06836,-121.96778,6152,3.343052835,0.47,22.2
2017_EDSM_0153,8/11/2017,18-02-SBM04,EDSM,38.06836,-121.96778,6152,3.343052835,0.47,22.2
2017_EDSM_0154,8/16/2017,18-03-SM02,EDSM,38.13345,-122.05863,8679,4.832503827,0.32,19.8
2017_EDSM_0155,8/16/2017,18-03-SM02,EDSM,38.13345,-122.05863,8679,4.832503827,0.32,19.8
2017_EDSM_0156,8/16/2017,18-03-SM02,EDSM,38.13332,-122.05877,9358,5.239797934,0.31,20.3
2017_EDSM_0158,8/22/2017,18-04-SBM05,EDSM,38.08259,-122.04039,10399,5.8694211,0.26,20
2017_EDSM_0159,8/22/2017,18-04-SBM05,EDSM,38.08259,-122.04039,10399,5.8694211,0.26,20
2017_EDSM_0160,8/22/2017,18-04-SBM05,EDSM,38.08259,-122.04039,10399,5.8694211,0.26,20
2017_EDSM_0161,8/22/2017,18-04-SBM05,EDSM,38.08259,-122.04039,10399,5.8694211,0.26,20
2017_EDSM_0162,8/22/2017,18-04-SBM05,EDSM,38.08249,-122.04176,9050,5.054703962,0.25,20.3
2017_EDSM_0163,8/22/2017,18-04-SBM02,EDSM,38.11064,-122.05485,9066,5.064305388,0.3,20.5
2017_EDSM_0164,8/23/2017,18-04-LSJ03,EDSM,38.05,-121.84295,1453,0.728261471,0.26,21.1
2017_EDSM_0165,8/30/2017,18-05-SBM02,EDSM,38.06593,-122.0193,3676,1.932938295,0.41,21.9
2017_EDSM_0167,9/7/2017,18-06-SBM02,EDSM,38.09897,-122.06764,8813,4.912663009,0.29,22.8
2017_EDSM_0170,9/12/2017,18-07-HB01,EDSM,38.05575,-121.95713,4489,2.389568106,0.64,22.8
2017_EDSM_0171,9/12/2017,18-07-SBM03,EDSM,38.07182,-122.01657,9199,5.144176204,0.46,22.3
2017_EDSM_0172,9/20/2017,18-08-SM01,EDSM,38.16665,-122.04294,7268,3.995391749,0.32,20.7
2017_EDSM_0173,9/20/2017,18-08-SBM01,EDSM,38.09716,-122.05571,7555,4.164595197,0.32,20.1
2017_EDSM_0178,10/25/2017,18-13-HB01,EDSM,38.04918,-121.90007,4064,2.149996453,0.57,16.9
2017_EDSM_0182,11/28/2017,18-18-SBM02,EDSM,38.08188,-121.99543,10196,5.746166471,0.64,14
2017_EDSM_0183,11/28/2017,18-18-HB01,EDSM,38.04472,-121.91732,5364,2.88825713,0.53,14.2
2017_TNS_7347,8/22/2017,602,TNS,38.11783,-122.04183,10907,6.178835521,0.16,19.60000038
2017_TNS_7348,8/22/2017,602,TNS,38.11783,-122.04183,10907,6.178835521,0.16,19.60000038
2017_TNS_7349,8/22/2017,602,TNS,38.11783,-122.04183,10907,6.178835521,0.16,19.60000038
2017_TNS_7350,8/22/2017,602,TNS,38.11783,-122.04183,10907,6.178835521,0.16,19.60000038
2017_TNS_7351,8/22/2017,602,TNS,38.11783,-122.04183,10907,6.178835521,0.16,19.60000038
2017_TNS_7352,8/22/2017,602,TNS,38.11783,-122.04183,10907,6.178835521,0.16,19.60000038
2017_TNS_7353,8/22/2017,602,TNS,38.11783,-122.04183,10907,6.178835521,0.16,19.60000038
2017_TNS_7354,8/22/2017,602,TNS,38.11783,-122.04183,10907,6.178835521,0.16,19.60000038
2017_TNS_7357,8/22/2017,602,TNS,38.11783,-122.04183,10907,6.178835521,0.16,19.60000038
2017_TNS_7358,8/22/2017,602,TNS,38.11783,-122.04183,10907,6.178835521,0.16,19.60000038
2017_TNS_7359,8/22/2017,602,TNS,38.11783,-122.04183,10907,6.178835521,0.16,19.60000038
2017_TNS_7360,8/22/2017,602,TNS,38.11783,-122.04183,10907,6.178835521,0.16,19.60000038
2018_EDSM_0077,8/1/2018,19-01-LSSC01,EDSM,38.46798,-121.58648,755,0.369778449,0.43,23.9
2018_EDSM_0078,8/1/2018,19-01-LSSC01,EDSM,38.46798,-121.58648,755,0.369778449,0.43,23.9
2018_EDSM_0085,8/14/2018,19-03-LSSC01,EDSM,38.37037,-121.63152,329.9,0.160289772,0.65,22.7
2018_EDSM_0086,8/14/2018,19-03-LSSC01,EDSM,38.37037,-121.63152,329.9,0.160289772,0.65,22.7
2018_EDSM_0087,8/14/2018,19-03-LSSC01,EDSM,38.37037,-121.63152,329.9,0.160289772,0.65,22.7
2018_EDSM_0088,8/20/2018,19-04-LSSC03,EDSM,38.40101,-121.61782,580,0.282459114,0.22,22.6
2018_EDSM_0089,8/20/2018,19-04-LSSC05,EDSM,38.34796,-121.64151,406.7,0.197422047,0.4,22.4
2018_EDSM_0090,8/20/2018,19-04-LSSC05,EDSM,38.34796,-121.64151,394.8,0.191644225,0.38,22.7
2018_EDSM_0091,8/27/2018,19-05-LSSC05,EDSM,38.32902,-121.64791,325.1,0.15798172,0.31,21.4
2018_EDSM_0092,8/27/2018,19-05-LSSC05,EDSM,38.32902,-121.64791,321,0.156011492,0.4,21.5
2018_EDSM_0093,8/27/2018,19-05-LSSC05,EDSM,38.32902,-121.64791,321,0.156011492,0.4,21.5
2018_EDSM_0094,8/27/2018,19-05-LSSC05,EDSM,38.32902,-121.64791,321,0.156011492,0.4,21.5
2018_EDSM_0095,8/27/2018,19-05-LSSC05,EDSM,38.32902,-121.64791,321,0.156011492,0.4,21.5
2018_EDSM_0100,9/10/2018,19-07-LSSC02,EDSM,38.35648,-121.63838,395.8,0.192129425,0.36,21.4
2018_EDSM_0101,9/10/2018,19-07-LSSC02,EDSM,38.35648,-121.63838,395.8,0.192129425,0.36,21.4
2018_EDSM_0105,9/10/2018,19-07-LSSC02,EDSM,38.35648,-121.63838,406.2,0.197179109,0.33,21.5
2018_EDSM_0107,9/10/2018,19-07-LSSC02,EDSM,38.35648,-121.63838,406.2,0.197179109,0.33,21.5
2018_EDSM_0108,9/10/2018,19-07-LSSC02,EDSM,38.35648,-121.63838,406.2,0.197179109,0.33,21.5
2018_EDSM_0109,9/10/2018,19-07-LSSC02,EDSM,38.35648,-121.63838,406.2,0.197179109,0.33,21.5
2018_EDSM_0110,9/10/2018,19-07-LSSC02,EDSM,38.35648,-121.63838,406.2,0.197179109,0.33,21.5
2018_EDSM_0112,9/10/2018,19-07-LSSC02,EDSM,38.35648,-121.63838,406.2,0.197179109,0.33,21.5
2018_EDSM_0113,9/10/2018,19-07-LSSC02,EDSM,38.35648,-121.63838,406.2,0.197179109,0.33,21.5
2018_EDSM_0115,9/10/2018,19-07-LSSC02,EDSM,38.35648,-121.63838,406.2,0.197179109,0.33,21.5
2018_EDSM_0116,9/10/2018,19-07-LSSC02,EDSM,38.35648,-121.63838,406.2,0.197179109,0.33,21.5
2018_EDSM_0117,9/10/2018,19-07-LSSC02,EDSM,38.35648,-121.63838,406.2,0.197179109,0.33,21.5
2018_EDSM_0118,9/11/2018,19-07-LSSC06,EDSM,38.37611,-121.62819,351.4,0.170646753,0.55,21.3
2018_EDSM_0119,9/11/2018,19-07-LSSC06,EDSM,38.37611,-121.62819,351.4,0.170646753,0.55,21.3
2018_EDSM_0120,9/11/2018,19-07-LSSC06,EDSM,38.37611,-121.62819,351.4,0.170646753,0.55,21.3
2018_EDSM_0121,9/11/2018,19-07-LSSC06,EDSM,38.37611,-121.62819,351.4,0.170646753,0.55,21.3
2018_EDSM_0122,9/20/2018,19-08-LSSC03,EDSM,38.3455,-121.64266,417.5,0.20267316,0.45,20.2
2018_EDSM_0123,9/20/2018,19-08-LSSC03,EDSM,38.3455,-121.64266,417.5,0.20267316,0.45,20.2
2018_EDSM_0124,9/26/2018,19-09-LSSC05,EDSM,38.36637,-121.63373,388.3,0.188491923,0.32,20.7
2018_EDSM_0125,9/26/2018,19-09-LSSC05,EDSM,38.36637,-121.63373,388.3,0.188491923,0.32,20.7
2018_EDSM_0126,9/26/2018,19-09-LSSC05,EDSM,38.36637,-121.63373,388.3,0.188491923,0.32,20.7
2018_EDSM_0128,9/26/2018,19-09-LSSC05,EDSM,38.36637,-121.63373,388.3,0.188491923,0.32,20.7
2018_EDSM_0129,9/27/2018,19-09-LSSC02,EDSM,38.39376,-121.62058,431.3,0.209392948,0.39,20.8
2018_EDSM_0130,9/27/2018,19-09-LSSC02,EDSM,38.39376,-121.62058,431.3,0.209392948,0.39,20.8
2018_EDSM_0133,9/27/2018,19-09-LSSC02,EDSM,38.39376,-121.62058,431.3,0.209392948,0.39,20.8
2018_EDSM_0134,9/27/2018,19-09-LSSC02,EDSM,38.39376,-121.62058,431.3,0.209392948,0.39,20.8
2018_EDSM_0135,9/27/2018,19-09-LSSC02,EDSM,38.39376,-121.62058,431.3,0.209392948,0.39,20.8
2018_EDSM_0136,10/4/2018,19-10-LSSC01,EDSM,38.38976,-121.62311,509,0.247428295,0.38,20.6
2018_EDSM_0137,10/4/2018,19-10-LSSC01,EDSM,38.38976,-121.62311,509,0.247428295,0.38,20.6
2018_EDSM_0138,10/4/2018,19-10-LSSC01,EDSM,38.38976,-121.62311,509,0.247428295,0.38,20.6
2018_EDSM_0140,10/9/2018,19-11-LSSC06,EDSM,38.42769,-121.60461,560,0.272566227,0.19,19.4
2018_EDSM_0143,10/17/2018,19-12-LSSC03,EDSM,38.4574,-121.59064,538,0.26170645,0.37,18.3
2018_EDSM_0144,10/17/2018,19-12-LSSC04,EDSM,38.38624,-121.62434,347.9,0.168958657,0.34,18.5
2018_EDSM_0147,10/17/2018,19-12-LSSC04,EDSM,38.38624,-121.62434,347.9,0.168958657,0.34,18.5
2018_EDSM_0149,10/17/2018,19-12-LSSC04,EDSM,38.38624,-121.62434,347.9,0.168958657,0.34,18.5
2018_EDSM_0186,8/20/2018,19-04-SM01,EDSM,38.18048,-122.00072,5514,2.974433013,0.46,21.4
2018_EDSM_0187,8/20/2018,19-04-SM01,EDSM,38.18048,-122.00072,5655,3.05561204,0.43,21.5
2018_EDSM_0189,9/6/2018,19-06-SM04,EDSM,38.18563,-122.05531,9519,5.336772856,0.21,19.7
2018_EDSM_0192,11/8/2018,19-15-SM04,EDSM,38.19392,-122.04002,10741,6.077576315,0.33,16.3
2018_EDSM_0193,11/26/2018,19-18-SM02,EDSM,38.20817,-122.03394,10239,5.772255764,0.25,12.6
2018_EDSM_0297,8/14/2018,19-03-SM05,EDSM,38.16551,-122.04404,5701,3.082131874,0.3,21.5
2018_EDSM_0301,8/13/2018,19-03-LSR01,EDSM,38.0676,-121.82185,5775,3.124830871,0.23,21.7
2018_EDSM_0302,8/22/2018,19-04-LSR01,EDSM,38.0664,-121.81958,2392,1.227936177,0.52,20.7
2018_EDSM_0303,8/22/2018,19-04-LSR01,EDSM,38.0664,-121.81958,2108,1.075133212,0.49,20.7
2018_EDSM_0304,8/22/2018,19-04-LSR01,EDSM,38.0664,-121.81958,2108,1.075133212,0.49,20.7
2018_EDSM_0306,8/22/2018,19-04-LSR03,EDSM,38.06357,-121.81663,1046,0.517508056,0.48,20.9
2018_EDSM_0307,9/17/2018,19-08-LSR02,EDSM,38.06951,-121.83338,1493,0.749193524,0.44,19.5
2018_EDSM_0308,9/17/2018,19-08-LSR02,EDSM,38.06951,-121.83338,1493,0.749193524,0.44,19.5
2018_EDSM_0309,9/17/2018,19-08-LSR02,EDSM,38.06951,-121.83338,1493,0.749193524,0.44,19.5
2018_EDSM_0310,9/17/2018,19-08-LSR02,EDSM,38.06951,-121.83338,1493,0.749193524,0.44,19.5
2018_EDSM_0311,9/17/2018,19-08-LSR02,EDSM,38.06951,-121.83338,1493,0.749193524,0.44,19.5
2018_EDSM_0312,9/17/2018,19-08-LSR02,EDSM,38.06951,-121.83338,1493,0.749193524,0.44,19.5
2018_EDSM_0313,9/17/2018,19-08-LSR02,EDSM,38.06951,-121.83338,1493,0.749193524,0.44,19.5
2018_EDSM_0314,9/17/2018,19-08-LSR02,EDSM,38.06951,-121.83338,1493,0.749193524,0.44,19.5
2018_EDSM_0315,9/17/2018,19-08-LSR02,EDSM,38.06951,-121.83338,1701,0.858599302,0.46,19.6
2018_EDSM_0316,9/17/2018,19-08-LSR02,EDSM,38.06951,-121.83338,1701,0.858599302,0.46,19.6
2018_EDSM_0318,9/17/2018,19-08-LSR02,EDSM,38.06951,-121.83338,1701,0.858599302,0.46,19.6
2018_EDSM_0319,9/17/2018,19-08-LSR02,EDSM,38.06951,-121.83338,1701,0.858599302,0.46,19.6
2018_EDSM_0397,10/17/2018,19-12-LSSC04,EDSM,38.38624,-121.62434,347.9,0.168958657,0.34,18.5
2018_EDSM_0398,10/17/2018,19-12-LSSC04,EDSM,38.38624,-121.62434,337.7,0.16404365,0.29,18.1
2018_EDSM_0399,10/17/2018,19-12-LSSC04,EDSM,38.38624,-121.62434,337.7,0.16404365,0.29,18.1
2018_EDSM_0404,10/17/2018,19-12-LSSC04,EDSM,38.38624,-121.62434,337.7,0.16404365,0.29,18.1
2018_EDSM_0405,10/17/2018,19-12-LSSC04,EDSM,38.38624,-121.62434,337.7,0.16404365,0.29,18.1
2018_EDSM_0406,10/17/2018,19-12-LSSC04,EDSM,38.38624,-121.62434,337.7,0.16404365,0.29,18.1
2018_EDSM_0409,11/1/2018,19-14-LSSC06,EDSM,38.41457,-121.61108,580,0.282459114,0.34,16.9
2018_EDSM_0410,11/1/2018,19-14-LSSC06,EDSM,38.41457,-121.61108,580,0.282459114,0.34,16.9
2018_EDSM_0412,11/1/2018,19-14-LSSC06,EDSM,38.41457,-121.61108,580,0.282459114,0.34,16.9
2018_EDSM_0413,11/7/2018,19-15-LSSC01,EDSM,38.44046,-121.59932,494,0.240060062,0.36,16.4
2018_EDSM_0416,11/21/2018,19-17-LSSC02,EDSM,38.45239,-121.59285,488,0.237116093,0.35,12.6
