"smelt_ID","smelt_date","smelt_survey","smelt_station","smelt_sal","smelt_secchi","smelt_temp","smelt_lat","smelt_long","zoop_ID","zoop_station","zoop_date","zoop_lat","zoop_long","zoop_sal_avg"
"2016_FMWT_7322",2016-11-07,"FMWT","703",2.568282102,0.660000026,16.89999962,38.06087,-121.79692,"FMWT 704 2016-11-07","704",2016-11-07,38.07087,-121.77892,2.02638829675495
"2016_FMWT_7323",2016-11-07,"FMWT","703",2.568282102,0.660000026,16.89999962,38.06087,-121.79692,"FMWT 704 2016-11-07","704",2016-11-07,38.07087,-121.77892,2.02638829675495
"2016_FMWT_7326",2016-11-07,"FMWT","704",1.989281755,0.569999993,16.79999924,38.07087,-121.77892,"FMWT 704 2016-11-07","704",2016-11-07,38.07087,-121.77892,2.02638829675495
"2018_EDSM_0129",2018-09-27,"EDSM","19-09-LSSC02",0.209392948,0.39,20.8,38.39376,-121.62058,"FMWT 797 2018-09-12","797",2018-09-12,38.40462,-121.6156,0.227296779822116
"2018_EDSM_0130",2018-09-27,"EDSM","19-09-LSSC02",0.209392948,0.39,20.8,38.39376,-121.62058,"FMWT 797 2018-09-12","797",2018-09-12,38.40462,-121.6156,0.227296779822116
"2018_EDSM_0133",2018-09-27,"EDSM","19-09-LSSC02",0.209392948,0.39,20.8,38.39376,-121.62058,"FMWT 797 2018-09-12","797",2018-09-12,38.40462,-121.6156,0.227296779822116
"2018_EDSM_0134",2018-09-27,"EDSM","19-09-LSSC02",0.209392948,0.39,20.8,38.39376,-121.62058,"FMWT 797 2018-09-12","797",2018-09-12,38.40462,-121.6156,0.227296779822116
"2018_EDSM_0135",2018-09-27,"EDSM","19-09-LSSC02",0.209392948,0.39,20.8,38.39376,-121.62058,"FMWT 797 2018-09-12","797",2018-09-12,38.40462,-121.6156,0.227296779822116
"2011_FMWT_1314",2011-09-13,"FMWT","512",0.213635029,0.409999996,20.89999962,38.05638,-121.87722,"FMWT 513 2011-09-13","513",2011-09-13,38.0592,-121.86842,0.230913300429113
"2011_FMWT_2845",2011-11-15,"FMWT","703",1.335760482,0.469999999,13.30000019,38.06087,-121.79692,"FMWT 704 2011-11-15","704",2011-11-15,38.07087,-121.77892,1.30316391608763
"2011_FMWT_2847",2011-11-15,"FMWT","704",1.010975402,0.479999989,13.39999962,38.07087,-121.77892,"FMWT 704 2011-11-15","704",2011-11-15,38.07087,-121.77892,1.30316391608763
"2011_FMWT_2848",2011-11-15,"FMWT","704",1.010975402,0.479999989,13.39999962,38.07087,-121.77892,"FMWT 704 2011-11-15","704",2011-11-15,38.07087,-121.77892,1.30316391608763
"2011_FMWT_2610",2011-10-10,"FMWT","721",0.097458304,0.430000007,17.39999962,38.274576,-121.707348,"FMWT 721 2011-10-10","721",2011-10-10,38.26815,-121.70277,0.0934129676836481
"2011_FMWT_2611",2011-10-10,"FMWT","721",0.097458304,0.430000007,17.39999962,38.274576,-121.707348,"FMWT 721 2011-10-10","721",2011-10-10,38.26815,-121.70277,0.0934129676836481
"2011_FMWT_2612",2011-10-10,"FMWT","721",0.097458304,0.430000007,17.39999962,38.274576,-121.707348,"FMWT 721 2011-10-10","721",2011-10-10,38.26815,-121.70277,0.0934129676836481
"2015_FMWT_7260",2015-10-19,"FMWT","797",0.243988318,0.349999994,20.10000038,38.40462,-121.6156,"FMWT 797 2015-10-19","797",2015-10-19,38.40462,-121.6156,0.241627328467853
"2011_FMWT_1577",2011-09-14,"FMWT","715",0.085691867,0.519999981,21.20000076,38.22295,-121.67362,"FMWT 716 2011-09-14","716",2011-09-14,38.23787,-121.68438,0.102334024091634
"2011_FMWT_1610",2011-09-14,"FMWT","715",0.085691867,0.519999981,21.20000076,38.22295,-121.67362,"FMWT 716 2011-09-14","716",2011-09-14,38.23787,-121.68438,0.102334024091634
"2011_FMWT_1577",2011-09-14,"FMWT","715",0.085691867,0.519999981,21.20000076,38.22295,-121.67362,"FMWT 723 2011-09-20","723",2011-09-20,38.23615,-121.67348,0.0859731148927577
"2011_FMWT_1610",2011-09-14,"FMWT","715",0.085691867,0.519999981,21.20000076,38.22295,-121.67362,"FMWT 723 2011-09-20","723",2011-09-20,38.23615,-121.67348,0.0859731148927577
"2011_FMWT_1108",2011-09-08,"FMWT","413",4.061354978,0.379999995,20,38.06595,-122.0473,"FMWT 411 2011-09-08","411",2011-09-08,38.06117,-122.06828,4.59155303798226
"2017_EDSM_0028",2017-10-10,"EDSM","18-11-LSR01",0.06009639,0.53,16.7,38.07626,-121.77185,"FMWT 704 2017-10-10","704",2017-10-10,38.07087,-121.77892,0.136387791008056
"2017_EDSM_0032",2017-10-10,"EDSM","18-11-LSR01",0.06009639,0.53,16.7,38.07626,-121.77185,"FMWT 704 2017-10-10","704",2017-10-10,38.07087,-121.77892,0.136387791008056
"2017_EDSM_0033",2017-10-10,"EDSM","18-11-LSR01",0.06009639,0.53,16.7,38.07626,-121.77185,"FMWT 704 2017-10-10","704",2017-10-10,38.07087,-121.77892,0.136387791008056
"2017_EDSM_0035",2017-10-10,"EDSM","18-11-LSR01",0.06009639,0.53,16.7,38.07626,-121.77185,"FMWT 704 2017-10-10","704",2017-10-10,38.07087,-121.77892,0.136387791008056
"2017_EDSM_0036",2017-10-10,"EDSM","18-11-LSR01",0.06009639,0.53,16.7,38.07626,-121.77185,"FMWT 704 2017-10-10","704",2017-10-10,38.07087,-121.77892,0.136387791008056
"2017_EDSM_0037",2017-10-10,"EDSM","18-11-LSR01",0.06009639,0.53,16.7,38.07626,-121.77185,"FMWT 704 2017-10-10","704",2017-10-10,38.07087,-121.77892,0.136387791008056
"2017_EDSM_0040",2017-10-10,"EDSM","18-11-LSR01",0.068824783,0.52,16.8,38.07579,-121.77238,"FMWT 704 2017-10-10","704",2017-10-10,38.07087,-121.77892,0.136387791008056
"2017_EDSM_0041",2017-10-10,"EDSM","18-11-LSR01",0.068824783,0.52,16.8,38.07579,-121.77238,"FMWT 704 2017-10-10","704",2017-10-10,38.07087,-121.77892,0.136387791008056
"2017_EDSM_0042",2017-10-10,"EDSM","18-11-LSR01",0.068824783,0.52,16.8,38.07579,-121.77238,"FMWT 704 2017-10-10","704",2017-10-10,38.07087,-121.77892,0.136387791008056
"2017_EDSM_0043",2017-10-10,"EDSM","18-11-LSR01",0.068824783,0.52,16.8,38.07579,-121.77238,"FMWT 704 2017-10-10","704",2017-10-10,38.07087,-121.77892,0.136387791008056
"2017_EDSM_0045",2017-10-10,"EDSM","18-11-LSR01",0.068824783,0.52,16.8,38.07579,-121.77238,"FMWT 704 2017-10-10","704",2017-10-10,38.07087,-121.77892,0.136387791008056
"2017_EDSM_0047",2017-10-10,"EDSM","18-11-LSR01",0.068824783,0.52,16.8,38.07579,-121.77238,"FMWT 704 2017-10-10","704",2017-10-10,38.07087,-121.77892,0.136387791008056
"2017_EDSM_0054",2017-10-10,"EDSM","18-11-LSR01",0.068824783,0.52,16.8,38.07579,-121.77238,"FMWT 704 2017-10-10","704",2017-10-10,38.07087,-121.77892,0.136387791008056
"2017_EDSM_0055",2017-10-10,"EDSM","18-11-LSR01",0.068824783,0.52,16.8,38.07579,-121.77238,"FMWT 704 2017-10-10","704",2017-10-10,38.07087,-121.77892,0.136387791008056
"2017_EDSM_0056",2017-10-10,"EDSM","18-11-LSR01",0.068824783,0.52,16.8,38.07579,-121.77238,"FMWT 704 2017-10-10","704",2017-10-10,38.07087,-121.77892,0.136387791008056
"2017_EDSM_0057",2017-10-10,"EDSM","18-11-LSR01",0.068824783,0.52,16.8,38.07579,-121.77238,"FMWT 704 2017-10-10","704",2017-10-10,38.07087,-121.77892,0.136387791008056
"2017_EDSM_0059",2017-10-10,"EDSM","18-11-LSR01",0.068824783,0.52,16.8,38.07579,-121.77238,"FMWT 704 2017-10-10","704",2017-10-10,38.07087,-121.77892,0.136387791008056
"2011_FMWT_1256",2011-09-13,"FMWT","518",1.092283981,0.209999993,19.89999962,38.06875,-121.96802,"FMWT 519 2011-09-13","519",2011-09-13,38.07378,-121.94725,1.1526223445657
"2011_FMWT_1260",2011-09-13,"FMWT","519",1.148142505,0.200000003,19.60000038,38.07378,-121.94725,"FMWT 519 2011-09-13","519",2011-09-13,38.07378,-121.94725,1.1526223445657
"2011_FMWT_1261",2011-09-13,"FMWT","519",1.148142505,0.200000003,19.60000038,38.07378,-121.94725,"FMWT 519 2011-09-13","519",2011-09-13,38.07378,-121.94725,1.1526223445657
"2011_FMWT_1263",2011-09-13,"FMWT","519",1.148142505,0.200000003,19.60000038,38.07378,-121.94725,"FMWT 519 2011-09-13","519",2011-09-13,38.07378,-121.94725,1.1526223445657
"2011_FMWT_1264",2011-09-13,"FMWT","519",1.148142505,0.200000003,19.60000038,38.07378,-121.94725,"FMWT 519 2011-09-13","519",2011-09-13,38.07378,-121.94725,1.1526223445657
"2018_EDSM_0122",2018-09-20,"EDSM","19-08-LSSC03",0.20267316,0.45,20.2,38.3455,-121.64266,"FMWT 719 2018-09-12","719",2018-09-12,38.33428,-121.64733,0.131734281070038
"2018_EDSM_0123",2018-09-20,"EDSM","19-08-LSSC03",0.20267316,0.45,20.2,38.3455,-121.64266,"FMWT 719 2018-09-12","719",2018-09-12,38.33428,-121.64733,0.131734281070038
"2011_FMWT_2975",2011-11-21,"FMWT","719",0.177213756,0.209999993,12.60000038,38.33554,-121.646902,"FMWT 719 2011-11-21","719",2011-11-21,38.33428,-121.64733,0.175248284396569
"2011_FMWT_2977",2011-11-21,"FMWT","719",0.177213756,0.209999993,12.60000038,38.33554,-121.646902,"FMWT 719 2011-11-21","719",2011-11-21,38.33428,-121.64733,0.175248284396569
"2011_FMWT_2979",2011-11-21,"FMWT","719",0.177213756,0.209999993,12.60000038,38.33554,-121.646902,"FMWT 719 2011-11-21","719",2011-11-21,38.33428,-121.64733,0.175248284396569
"2011_FMWT_2980",2011-11-21,"FMWT","719",0.177213756,0.209999993,12.60000038,38.33554,-121.646902,"FMWT 719 2011-11-21","719",2011-11-21,38.33428,-121.64733,0.175248284396569
"2017_EDSM_0007",2017-09-08,"EDSM","18-06-LSR01",1.004573584,0.57,22.3,38.0536,-121.87649,"FMWT 513 2017-09-12","513",2017-09-12,38.0592,-121.86842,0.63954821650187
"2017_EDSM_0008",2017-09-18,"EDSM","18-08-LSR01",0.079168905,0.58,20.9,38.06795,-121.85263,"FMWT 513 2017-09-12","513",2017-09-12,38.0592,-121.86842,0.63954821650187
"2017_EDSM_0009",2017-09-18,"EDSM","18-08-LSR01",0.079168905,0.58,20.9,38.06795,-121.85263,"FMWT 513 2017-09-12","513",2017-09-12,38.0592,-121.86842,0.63954821650187
"2017_EDSM_0011",2017-09-18,"EDSM","18-08-LSR01",0.079168905,0.58,20.9,38.06795,-121.85263,"FMWT 513 2017-09-12","513",2017-09-12,38.0592,-121.86842,0.63954821650187
"2017_EDSM_0013",2017-09-18,"EDSM","18-08-LSR01",0.090016692,0.56,20.9,38.06774,-121.85245,"FMWT 513 2017-09-12","513",2017-09-12,38.0592,-121.86842,0.63954821650187
"2017_EDSM_0015",2017-09-18,"EDSM","18-08-LSR01",0.090016692,0.56,20.9,38.06774,-121.85245,"FMWT 513 2017-09-12","513",2017-09-12,38.0592,-121.86842,0.63954821650187
"2017_EDSM_0016",2017-09-18,"EDSM","18-08-LSR01",0.090016692,0.56,20.9,38.06774,-121.85245,"FMWT 513 2017-09-12","513",2017-09-12,38.0592,-121.86842,0.63954821650187
"2017_EDSM_0017",2017-09-18,"EDSM","18-08-LSR01",0.090016692,0.56,20.9,38.06774,-121.85245,"FMWT 513 2017-09-12","513",2017-09-12,38.0592,-121.86842,0.63954821650187
"2017_EDSM_0018",2017-09-18,"EDSM","18-08-LSR01",0.090016692,0.56,20.9,38.06774,-121.85245,"FMWT 513 2017-09-12","513",2017-09-12,38.0592,-121.86842,0.63954821650187
"2017_EDSM_0019",2017-09-18,"EDSM","18-08-LSR01",0.090016692,0.56,20.9,38.06774,-121.85245,"FMWT 513 2017-09-12","513",2017-09-12,38.0592,-121.86842,0.63954821650187
"2017_EDSM_0022",2017-09-18,"EDSM","18-08-LSR02",0.211635344,0.54,21.4,38.05451,-121.86867,"FMWT 513 2017-09-12","513",2017-09-12,38.0592,-121.86842,0.63954821650187
"2017_EDSM_0024",2017-09-18,"EDSM","18-08-LSR01",0.090016692,0.56,20.9,38.06774,-121.85245,"FMWT 513 2017-09-12","513",2017-09-12,38.0592,-121.86842,0.63954821650187
"2011_FMWT_3049",2011-11-21,"FMWT","797",0.25628557,0.209999993,12.5,38.40462,-121.6156,"FMWT 797 2011-11-21","797",2011-11-21,38.40462,-121.6156,0.257981432779531
"2017_EDSM_0178",2017-10-25,"EDSM","18-13-HB01",2.149996453,0.57,16.9,38.04918,-121.90007,"FMWT 508 2017-11-06","508",2017-11-06,38.04813,-121.91492,3.07473810353083
"2018_EDSM_0089",2018-08-20,"EDSM","19-04-LSSC05",0.197422047,0.4,22.4,38.34796,-121.64151,"STN 719 2018-08-06","719",2018-08-06,38.33428,-121.64733,0.138800891382875
"2018_EDSM_0090",2018-08-20,"EDSM","19-04-LSSC05",0.191644225,0.38,22.7,38.34796,-121.64151,"STN 719 2018-08-06","719",2018-08-06,38.33428,-121.64733,0.138800891382875
"2018_EDSM_0077",2018-08-01,"EDSM","19-01-LSSC01",0.369778449,0.43,23.9,38.46798,-121.58648,"STN 796 2018-08-06","796",2018-08-06,38.47387,-121.5844,0.391113346543954
"2018_EDSM_0078",2018-08-01,"EDSM","19-01-LSSC01",0.369778449,0.43,23.9,38.46798,-121.58648,"STN 796 2018-08-06","796",2018-08-06,38.47387,-121.5844,0.391113346543954
"2018_EDSM_0088",2018-08-20,"EDSM","19-04-LSSC03",0.282459114,0.22,22.6,38.40101,-121.61782,"STN 797 2018-08-06","797",2018-08-06,38.40462,-121.6156,0.286333815321241
"2011_TNS_0248",2011-08-09,"STN","721",0.085691867,0.32,20.29999924,38.274576,-121.707348,"STN 721 2011-08-09","721",2011-08-09,38.26815,-121.70277,0.0814171496230274
"2011_TNS_0248",2011-08-09,"STN","721",0.085691867,0.32,20.29999924,38.274576,-121.707348,"STN 721 2011-08-23","721",2011-08-23,38.26815,-121.70277,0.0806980297525719
"2012_TNS_5253",2012-08-06,"STN","721",0.073501393,0.36,20,38.274576,-121.707348,"STN 721 2012-08-20","721",2012-08-20,38.26815,-121.70277,0.0761450697682611
"2012_TNS_5254",2012-08-06,"STN","721",0.073501393,0.36,20,38.274576,-121.707348,"STN 721 2012-08-20","721",2012-08-20,38.26815,-121.70277,0.0761450697682611
"2012_TNS_5315",2012-08-20,"STN","721",0.079590851,0.4,20.5,38.274576,-121.707348,"STN 721 2012-08-20","721",2012-08-20,38.26815,-121.70277,0.0761450697682611
"2012_TNS_5253",2012-08-06,"STN","721",0.073501393,0.36,20,38.274576,-121.707348,"STN 721 2012-08-06","721",2012-08-06,38.26815,-121.70277,0.0696782899515847
"2012_TNS_5254",2012-08-06,"STN","721",0.073501393,0.36,20,38.274576,-121.707348,"STN 721 2012-08-06","721",2012-08-06,38.26815,-121.70277,0.0696782899515847
"2012_TNS_5315",2012-08-20,"STN","721",0.079590851,0.4,20.5,38.274576,-121.707348,"STN 721 2012-08-06","721",2012-08-06,38.26815,-121.70277,0.0696782899515847
"2017_EDSM_0152",2017-08-11,"EDSM","18-02-SBM04",3.343052835,0.47,22.2,38.06836,-121.96778,"STN 519 2017-08-23","519",2017-08-23,38.0723055556,-121.959694444,2.42835612565682
"2017_EDSM_0153",2017-08-11,"EDSM","18-02-SBM04",3.343052835,0.47,22.2,38.06836,-121.96778,"STN 519 2017-08-23","519",2017-08-23,38.0723055556,-121.959694444,2.42835612565682
"2012_TNS_5253",2012-08-06,"STN","721",0.073501393,0.36,20,38.274576,-121.707348,"STN 721 2012-07-24","721",2012-07-24,38.26815,-121.70277,0.0684810570864039
"2012_TNS_5254",2012-08-06,"STN","721",0.073501393,0.36,20,38.274576,-121.707348,"STN 721 2012-07-24","721",2012-07-24,38.26815,-121.70277,0.0684810570864039
"2013_TNS_0310",2013-08-21,"STN","801",2.918683955,0.51,21.10000038,38.05561111,-121.847,"STN 801 2013-08-21","801",2013-08-21,38.0556111111,-121.847,2.93390940400125
"2017_EDSM_0003",2017-08-21,"EDSM","18-04-LSR05",1.358048728,0.45,20.9,38.05251,-121.86898,"STN 513 2017-08-23","513",2017-08-23,38.0594581794,-121.864004686,1.82591396376597
"2013_TNS_0310",2013-08-21,"STN","801",2.918683955,0.51,21.10000038,38.05561111,-121.847,"STN 513 2013-08-07","513",2013-08-07,38.0594581794,-121.864004686,3.32762824511498
"2013_TNS_0309",2013-08-21,"STN","804",2.220267602,0.53,20.89999962,38.02308,-121.79868,"STN 804 2013-08-21","804",2013-08-21,38.0205618811,-121.79400495,2.21914200957316
"2013_TNS_0308",2013-08-21,"STN","704",3.525077225,0.34,20.79999924,38.07087,-121.77892,"STN 704 2013-08-21","704",2013-08-21,38.0677613102,-121.775007658,2.5878390468881
"2017_EDSM_0004",2017-08-22,"EDSM","18-04-SSC02",0.711019922,0.3,22.9,38.39545,-121.61918,"STN 797 2017-08-07","797",2017-08-07,38.40462,-121.6156,0.216267270426112
"2013_TNS_0310",2013-08-21,"STN","801",2.918683955,0.51,21.10000038,38.05561111,-121.847,"STN 801 2013-08-07","801",2013-08-07,38.0556111111,-121.847,3.14420973912066
"2017_EDSM_0004",2017-08-22,"EDSM","18-04-SSC02",0.711019922,0.3,22.9,38.39545,-121.61918,"STN 797 2017-08-21","797",2017-08-21,38.40462,-121.6156,0.312816166853786
"2013_TNS_0309",2013-08-21,"STN","804",2.220267602,0.53,20.89999962,38.02308,-121.79868,"STN 804 2013-08-07","804",2013-08-07,38.0205618811,-121.79400495,1.97657462426305
"2014_TNS_0182",2014-08-12,"STN","704",0.912044029,0.61,22.5,38.07087,-121.77892,"STN 704 2014-07-29","704",2014-07-29,38.0677613102,-121.775007658,1.03730115585704
"2014_TNS_0183",2014-08-12,"STN","704",0.912044029,0.61,22.5,38.07087,-121.77892,"STN 704 2014-07-29","704",2014-07-29,38.0677613102,-121.775007658,1.03730115585704
"2014_TNS_0184",2014-08-12,"STN","704",0.912044029,0.61,22.5,38.07087,-121.77892,"STN 704 2014-07-29","704",2014-07-29,38.0677613102,-121.775007658,1.03730115585704
"2014_TNS_0186",2014-08-12,"STN","704",0.912044029,0.61,22.5,38.07087,-121.77892,"STN 704 2014-07-29","704",2014-07-29,38.0677613102,-121.775007658,1.03730115585704
"2014_TNS_0187",2014-08-12,"STN","704",0.912044029,0.61,22.5,38.07087,-121.77892,"STN 704 2014-07-29","704",2014-07-29,38.0677613102,-121.775007658,1.03730115585704
"2014_TNS_0188",2014-08-12,"STN","704",0.912044029,0.61,22.5,38.07087,-121.77892,"STN 704 2014-07-29","704",2014-07-29,38.0677613102,-121.775007658,1.03730115585704
"2014_CCE_0162",2014-08-21,"CCE","797",0.263185923,0.449999988,23.29999924,38.40462,-121.6156,"STN 797 2014-08-11","797",2014-08-11,38.40462,-121.6156,0.34845936098917
"2014_CCE_0169",2014-08-21,"CCE","797",0.263185923,0.449999988,23.29999924,38.40462,-121.6156,"STN 797 2014-08-11","797",2014-08-11,38.40462,-121.6156,0.34845936098917
"2014_CCE_0173",2014-08-21,"CCE","797",0.263185923,0.449999988,23.29999924,38.40462,-121.6156,"STN 797 2014-08-11","797",2014-08-11,38.40462,-121.6156,0.34845936098917
"2014_CCE_0182",2014-08-21,"CCE","797",0.263185923,0.449999988,23.29999924,38.40462,-121.6156,"STN 797 2014-08-11","797",2014-08-11,38.40462,-121.6156,0.34845936098917
"2014_CCE_0183",2014-08-21,"CCE","797",0.263185923,0.449999988,23.29999924,38.40462,-121.6156,"STN 797 2014-08-11","797",2014-08-11,38.40462,-121.6156,0.34845936098917
"2014_CCE_0188",2014-08-21,"CCE","797",0.263185923,0.449999988,23.29999924,38.40462,-121.6156,"STN 797 2014-08-11","797",2014-08-11,38.40462,-121.6156,0.34845936098917
"2014_CCE_0189",2014-08-21,"CCE","797",0.263185923,0.449999988,23.29999924,38.40462,-121.6156,"STN 797 2014-08-11","797",2014-08-11,38.40462,-121.6156,0.34845936098917
"2014_CCE_0195",2014-08-21,"CCE","797",0.263185923,0.449999988,23.29999924,38.40462,-121.6156,"STN 797 2014-08-11","797",2014-08-11,38.40462,-121.6156,0.34845936098917
"2014_CCE_0200",2014-08-21,"CCE","797",0.263185923,0.449999988,23.29999924,38.40462,-121.6156,"STN 797 2014-08-11","797",2014-08-11,38.40462,-121.6156,0.34845936098917
